year,event,driver,team,compound,stint_number,stint_length,start_lap,end_lap,avg_lap_time,best_lap_time,lap_time_std,avg_track_temp,avg_air_temp,lap_times,lap_numbers,sector1_times,sector2_times,sector3_times
2024,Singapore Grand Prix,HAM,Mercedes,SOFT,1.0,17,1.0,17.0,99.16311764705883,97.916,2.2744171198999785,30,25,"[102.702, 98.853, 99.254, 99.068, 98.294, 98.271, 98.38, 98.246, 98.027, 98.309, 97.916, 97.984, 98.102, 98.174, 98.287, 99.044, 106.862]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]","[nan, 29.507, 29.487, 29.596, 29.286, 29.231, 29.271, 29.179, 29.095, 29.063, 29.11, 29.093, 29.141, 29.101, 29.157, 29.462, 29.219]","[42.472, 41.692, 41.873, 41.861, 41.477, 41.455, 41.608, 41.584, 41.504, 41.725, 41.411, 41.603, 41.47, 41.68, 41.711, 41.887, 41.984]","[27.79, 27.654, 27.894, 27.611, 27.531, 27.585, 27.501, 27.483, 27.428, 27.521, 27.395, 27.288, 27.491, 27.393, 27.419, 27.695, 35.659]"
2024,Singapore Grand Prix,HAM,Mercedes,HARD,2.0,45,18.0,62.0,98.93435555555554,97.393,3.1070854594821253,30,25,"[118.708, 98.202, 98.745, 98.916, 98.194, 98.396, 98.352, 100.158, 100.171, 99.999, 98.455, 98.026, 97.833, 98.44, 97.696, 97.447, 97.413, 97.68, 97.985, 97.938, 97.765, 97.971, 99.333, 98.19, 98.115, 97.393, 97.593, 97.801, 97.797, 97.922, 98.294, 98.331, 100.411, 98.647, 98.627, 98.669, 98.352, 98.634, 99.121, 99.034, 98.686, 99.006, 98.793, 99.114, 99.693]","[18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0]","[49.715, 28.874, 29.148, 29.173, 28.957, 29.198, 29.218, 29.011, 30.049, 28.995, 29.22, 29.061, 29.06, 29.149, 29.004, 28.947, 28.967, 28.964, 28.984, 29.004, 28.957, 29.078, 28.877, 29.06, 29.07, 28.938, 28.933, 28.868, 28.942, 28.946, 29.064, 28.971, 29.119, 29.059, 29.05, 29.172, 29.2, 29.125, 29.215, 29.271, 29.034, 29.173, 29.163, 29.157, 29.266]","[41.657, 41.308, 41.873, 41.795, 41.8, 41.743, 41.652, 42.206, 42.374, 42.629, 41.663, 41.614, 41.488, 41.868, 41.459, 41.257, 41.274, 41.477, 41.663, 41.766, 41.641, 41.643, 43.092, 41.764, 41.665, 41.386, 41.466, 41.768, 41.575, 41.753, 41.867, 41.954, 43.135, 42.207, 42.148, 42.2, 41.862, 42.027, 42.149, 42.266, 42.173, 42.132, 42.167, 42.369, 42.384]","[27.336, 28.02, 27.724, 27.948, 27.437, 27.455, 27.482, 28.941, 27.748, 28.375, 27.572, 27.351, 27.285, 27.423, 27.233, 27.243, 27.172, 27.239, 27.338, 27.168, 27.167, 27.25, 27.364, 27.366, 27.38, 27.069, 27.194, 27.165, 27.28, 27.223, 27.363, 27.406, 28.157, 27.381, 27.429, 27.297, 27.29, 27.482, 27.757, 27.497, 27.479, 27.701, 27.463, 27.588, 28.043]"
2024,Singapore Grand Prix,SAI,Ferrari,MEDIUM,1.0,13,1.0,13.0,100.63338461538461,98.694,3.4553426153919378,30,25,"[109.501, 100.217, 99.441, 99.105, 99.118, 99.221, 99.349, 98.784, 99.072, 98.947, 98.694, 99.713, 107.072]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0]","[nan, 29.383, 28.921, 28.887, 29.051, 29.201, 28.892, 28.906, 28.716, 29.242, 28.858, 28.982, 29.234]","[45.238, 42.751, 42.509, 42.293, 42.129, 42.255, 42.587, 42.083, 42.486, 41.9, 42.092, 42.65, 42.472]","[28.504, 28.083, 28.011, 27.925, 27.938, 27.765, 27.87, 27.795, 27.87, 27.805, 27.744, 28.081, 35.366]"
2024,Singapore Grand Prix,SAI,Ferrari,HARD,2.0,49,14.0,62.0,98.78318367346937,96.561,2.7241531839688986,30,25,"[116.967, 96.561, 96.908, 97.479, 98.151, 98.181, 98.813, 99.138, 98.79, 98.424, 99.011, 99.596, 99.274, 99.193, 99.363, 98.961, 98.207, 98.375, 98.598, 99.354, 98.399, 98.324, 97.95, 98.307, 97.971, 97.802, 97.965, 98.236, 99.534, 98.602, 97.87, 98.117, 98.412, 98.015, 97.85, 98.019, 98.186, 98.534, 98.499, 98.154, 98.04, 98.219, 98.131, 98.154, 98.275, 98.558, 98.838, 98.3, 99.771]","[14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0]","[49.366, 28.711, 28.706, 28.904, 28.894, 28.893, 29.141, 29.06, 29.185, 28.944, 29.155, 29.093, 28.887, 29.286, 29.379, 29.058, 28.987, 28.955, 29.136, 28.871, 29.002, 29.025, 28.972, 28.945, 28.927, 28.867, 28.966, 28.928, 29.002, 29.105, 28.926, 28.845, 28.996, 28.9, 28.847, 28.896, 28.88, 28.936, 28.971, 28.975, 28.822, 28.881, 28.843, 28.793, 28.867, 28.938, 29.02, 28.887, 29.061]","[40.542, 40.737, 40.965, 41.424, 41.275, 41.866, 41.493, 42.268, 41.772, 41.797, 41.832, 42.592, 42.632, 42.048, 41.977, 42.339, 41.65, 41.773, 41.887, 42.271, 41.776, 41.855, 41.461, 41.813, 41.653, 41.313, 41.602, 41.762, 41.989, 41.924, 41.584, 41.796, 41.863, 41.632, 41.581, 41.746, 41.586, 41.82, 42.011, 41.779, 41.758, 41.765, 41.838, 41.925, 41.926, 42.08, 42.232, 42.127, 42.83]","[27.059, 27.113, 27.237, 27.151, 27.982, 27.422, 28.179, 27.81, 27.833, 27.683, 28.024, 27.911, 27.755, 27.859, 28.007, 27.564, 27.57, 27.647, 27.575, 28.212, 27.621, 27.444, 27.517, 27.549, 27.391, 27.622, 27.397, 27.546, 28.543, 27.573, 27.36, 27.476, 27.553, 27.483, 27.422, 27.377, 27.72, 27.778, 27.517, 27.4, 27.46, 27.573, 27.45, 27.436, 27.482, 27.54, 27.586, 27.286, 27.88]"
2024,Singapore Grand Prix,ALO,Aston Martin,MEDIUM,1.0,25,1.0,25.0,99.68263999999999,98.524,2.4111972454916795,30,25,"[106.384, 99.584, 99.286, 99.395, 99.036, 98.795, 98.72, 98.542, 98.644, 98.765, 98.666, 98.874, 98.719, 98.524, 99.008, 98.862, 98.811, 98.718, 99.283, 99.367, 99.264, 99.272, 99.243, 99.597, 108.707]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0]","[nan, 29.362, 29.045, 29.012, 29.098, 29.087, 28.867, 28.828, 28.87, 28.852, 28.802, 28.947, 28.877, 28.852, 28.966, 28.918, 28.966, 28.945, 29.1, 28.993, 29.085, 28.943, 29.022, 29.082, 29.129]","[43.728, 42.262, 42.278, 42.63, 42.08, 42.046, 42.018, 42.038, 42.063, 42.088, 42.164, 42.125, 42.078, 42.026, 42.135, 42.27, 42.264, 42.205, 42.41, 42.625, 42.466, 42.606, 42.467, 42.663, 42.961]","[28.456, 27.96, 27.963, 27.753, 27.858, 27.662, 27.835, 27.676, 27.711, 27.825, 27.7, 27.802, 27.764, 27.646, 27.907, 27.674, 27.581, 27.568, 27.773, 27.749, 27.713, 27.723, 27.754, 27.852, 36.617]"
2024,Singapore Grand Prix,ALO,Aston Martin,HARD,2.0,36,26.0,61.0,98.92716666666666,97.741,3.4414098647419,30,25,"[118.688, 98.49, 98.826, 98.614, 98.562, 98.432, 98.603, 98.161, 98.487, 98.14, 98.211, 97.928, 98.223, 98.21, 99.282, 98.311, 99.186, 98.122, 98.217, 98.118, 97.988, 98.119, 98.01, 98.24, 98.54, 97.882, 97.995, 97.886, 97.741, 97.951, 97.912, 98.082, 98.265, 98.101, 98.573, 101.282]","[26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[49.718, 28.819, 28.908, 28.973, 29.152, 29.021, 29.195, 29.117, 28.964, 28.946, 29.06, 28.97, 28.997, 29.01, 29.066, 28.811, 28.966, 29.074, 29.087, 29.049, 28.998, 28.914, 29.021, 28.919, 28.981, 28.772, 28.917, 29.014, 28.846, 28.885, 28.898, 28.88, 29.062, 28.872, 29.0, 29.209]","[41.693, 41.75, 42.426, 42.112, 41.815, 42.001, 41.941, 41.824, 42.131, 41.803, 41.851, 41.646, 41.85, 41.887, 42.396, 42.043, 42.918, 41.825, 41.889, 41.842, 41.932, 41.862, 41.691, 42.039, 42.028, 41.877, 41.902, 41.804, 41.705, 41.881, 41.841, 41.996, 41.867, 41.923, 42.119, 42.191]","[27.277, 27.921, 27.492, 27.529, 27.595, 27.41, 27.467, 27.22, 27.392, 27.391, 27.3, 27.312, 27.376, 27.313, 27.82, 27.457, 27.302, 27.223, 27.241, 27.227, 27.058, 27.343, 27.298, 27.282, 27.531, 27.233, 27.176, 27.068, 27.19, 27.185, 27.173, 27.206, 27.336, 27.306, 27.454, 29.882]"
2024,Singapore Grand Prix,HUL,Haas F1 Team,MEDIUM,1.0,29,1.0,29.0,99.69462068965518,98.404,2.1641133521572335,30,25,"[105.723, 99.449, 99.222, 99.51, 98.649, 98.903, 98.736, 98.821, 98.404, 98.798, 98.688, 98.887, 98.721, 98.607, 98.799, 99.054, 98.771, 98.858, 99.143, 99.438, 99.25, 99.128, 99.465, 99.268, 99.691, 99.569, 99.773, 101.269, 108.55]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0]","[nan, 29.305, 29.059, 29.11, 28.913, 29.298, 29.152, 29.233, 29.156, 29.143, 29.184, 29.277, 29.245, 29.115, 29.181, 29.286, 29.191, 29.173, 29.334, 29.368, 29.402, 29.375, 29.422, 29.339, 29.449, 29.304, 29.483, 29.522, 29.716]","[43.814, 42.004, 42.159, 42.382, 41.995, 41.926, 41.916, 41.858, 41.751, 42.008, 42.005, 42.063, 41.848, 41.892, 41.921, 42.16, 42.015, 42.051, 42.275, 42.352, 42.247, 42.086, 42.244, 42.193, 42.42, 42.551, 42.401, 42.682, 42.921]","[28.336, 28.14, 28.004, 28.018, 27.741, 27.679, 27.668, 27.73, 27.497, 27.647, 27.499, 27.547, 27.628, 27.6, 27.697, 27.608, 27.565, 27.634, 27.534, 27.718, 27.601, 27.667, 27.799, 27.736, 27.822, 27.714, 27.889, 29.065, 35.913]"
2024,Singapore Grand Prix,HUL,Haas F1 Team,HARD,2.0,32,30.0,61.0,98.89271875,97.47,4.183181758903646,30,25,"[121.641, 98.546, 98.385, 97.8, 98.002, 97.47, 97.827, 98.49, 97.941, 97.811, 97.919, 97.994, 97.911, 98.072, 97.795, 97.714, 97.919, 97.743, 98.022, 98.147, 98.705, 98.235, 98.144, 98.136, 98.051, 98.511, 98.312, 98.109, 98.075, 97.915, 100.502, 98.723]","[30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[50.176, 29.067, 29.091, 29.007, 28.943, 28.89, 28.851, 29.059, 29.002, 28.772, 28.976, 28.983, 28.978, 28.936, 28.924, 28.975, 28.788, 28.856, 28.664, 29.016, 29.031, 28.947, 28.997, 28.978, 28.773, 28.934, 28.832, 29.015, 28.872, 28.825, 29.074, 28.933]","[43.727, 41.829, 41.819, 41.42, 41.594, 41.341, 41.583, 42.046, 41.663, 41.678, 41.622, 41.675, 41.701, 41.843, 41.698, 41.57, 41.812, 41.668, 41.905, 41.917, 42.163, 41.996, 41.884, 41.827, 41.969, 42.008, 42.114, 41.948, 41.944, 41.886, 43.963, 42.089]","[27.738, 27.65, 27.475, 27.373, 27.465, 27.239, 27.393, 27.385, 27.276, 27.361, 27.321, 27.336, 27.232, 27.293, 27.173, 27.169, 27.319, 27.219, 27.453, 27.214, 27.511, 27.292, 27.263, 27.331, 27.309, 27.569, 27.366, 27.146, 27.259, 27.204, 27.465, 27.701]"
2024,Singapore Grand Prix,PER,Red Bull Racing,MEDIUM,1.0,28,1.0,28.0,99.89678571428571,98.357,2.2555977504068006,30,25,"[108.15, 99.896, 99.629, 99.151, 99.064, 99.256, 99.133, 98.357, 98.681, 98.934, 99.067, 98.864, 99.592, 99.142, 99.102, 99.204, 99.431, 99.343, 99.479, 99.013, 99.166, 99.435, 99.432, 99.672, 99.784, 100.035, 99.713, 107.385]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0]","[nan, 29.534, 29.285, 28.952, 28.78, 29.067, 28.99, 29.183, 28.951, 28.963, 28.934, 28.96, 29.15, 29.338, 29.277, 29.137, 29.08, 29.274, 29.276, 29.16, 29.23, 29.373, 29.375, 29.219, 29.368, 29.555, 29.372, 29.337]","[43.895, 42.418, 42.231, 42.239, 42.327, 42.234, 42.416, 41.627, 42.083, 42.183, 42.18, 42.026, 42.356, 41.974, 41.938, 42.067, 42.189, 42.114, 42.197, 42.0, 42.056, 42.071, 42.101, 42.336, 42.476, 42.376, 42.446, 42.244]","[28.402, 27.944, 28.113, 27.96, 27.957, 27.955, 27.727, 27.547, 27.647, 27.788, 27.953, 27.878, 28.086, 27.83, 27.887, 28.0, 28.162, 27.955, 28.006, 27.853, 27.88, 27.991, 27.956, 28.117, 27.94, 28.104, 27.895, 35.804]"
2024,Singapore Grand Prix,PER,Red Bull Racing,HARD,2.0,33,29.0,61.0,98.79045454545454,97.477,3.3732589869711793,30,25,"[117.269, 99.589, 98.404, 98.407, 97.477, 97.992, 97.858, 98.556, 98.175, 98.133, 97.84, 97.878, 97.821, 97.649, 97.672, 97.783, 97.6, 97.959, 97.754, 97.981, 98.074, 98.722, 98.057, 98.236, 98.121, 98.018, 98.499, 99.127, 98.347, 98.012, 100.652, 98.149, 98.274]","[29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[49.009, 28.694, 29.116, 29.019, 28.596, 28.669, 28.59, 29.066, 28.942, 29.008, 28.767, 28.888, 28.88, 28.856, 28.854, 28.838, 28.772, 28.804, 28.744, 28.664, 28.722, 28.759, 28.798, 28.799, 28.864, 28.726, 28.68, 28.782, 29.12, 28.879, 30.722, 28.995, 28.843]","[41.103, 42.511, 41.747, 41.859, 41.41, 41.814, 41.84, 41.716, 41.685, 41.713, 41.54, 41.628, 41.513, 41.41, 41.482, 41.619, 41.518, 41.634, 41.717, 41.756, 42.027, 42.154, 41.955, 41.986, 41.846, 41.819, 42.236, 41.903, 41.903, 41.527, 42.118, 41.734, 41.555]","[27.157, 28.384, 27.541, 27.529, 27.471, 27.509, 27.428, 27.774, 27.548, 27.412, 27.533, 27.362, 27.428, 27.383, 27.336, 27.326, 27.31, 27.521, 27.293, 27.561, 27.325, 27.809, 27.304, 27.451, 27.411, 27.473, 27.583, 28.442, 27.324, 27.606, 27.812, 27.42, 27.876]"
2024,Singapore Grand Prix,COL,Williams,MEDIUM,1.0,29,1.0,29.0,99.76789655172415,98.682,2.3134612804322248,30,25,"[107.696, 99.89, 99.371, 99.29, 98.954, 99.06, 98.94, 98.934, 98.73, 98.833, 98.756, 98.894, 98.94, 99.139, 98.858, 98.865, 99.21, 99.078, 99.024, 98.682, 99.327, 98.959, 99.621, 99.047, 99.886, 99.427, 99.701, 99.813, 108.344]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0]","[nan, 29.22, 29.015, 28.87, 28.708, 28.869, 28.94, 29.225, 28.972, 28.954, 28.944, 29.132, 29.237, 29.292, 29.288, 29.189, 29.167, 29.311, 29.213, 29.1, 29.443, 29.221, 29.327, 29.254, 29.329, 29.285, 29.3, 29.448, 29.352]","[44.068, 42.526, 42.206, 42.438, 42.297, 42.337, 41.993, 41.905, 41.821, 41.901, 41.883, 41.929, 41.805, 41.861, 41.77, 41.814, 42.079, 42.012, 42.108, 41.849, 42.17, 41.954, 42.282, 42.129, 42.554, 42.329, 42.472, 42.426, 42.809]","[28.605, 28.144, 28.15, 27.982, 27.949, 27.854, 28.007, 27.804, 27.937, 27.978, 27.929, 27.833, 27.898, 27.986, 27.8, 27.862, 27.964, 27.755, 27.703, 27.733, 27.714, 27.784, 28.012, 27.664, 28.003, 27.813, 27.929, 27.939, 36.183]"
2024,Singapore Grand Prix,COL,Williams,HARD,2.0,32,30.0,61.0,98.92456250000001,97.262,4.219962145813251,30,25,"[121.584, 100.451, 98.081, 97.739, 97.983, 97.262, 97.789, 99.435, 97.707, 97.679, 97.555, 97.659, 97.721, 97.793, 97.637, 97.956, 97.55, 97.458, 97.936, 97.8, 98.692, 98.94, 98.348, 97.856, 97.79, 98.057, 101.189, 98.823, 97.844, 98.485, 98.712, 98.075]","[30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[50.396, 30.385, 28.922, 28.927, 28.817, 28.752, 28.97, 30.496, 28.86, 28.936, 28.862, 28.877, 28.9, 28.926, 28.996, 28.833, 28.853, 28.884, 28.769, 28.774, 28.974, 29.17, 29.079, 28.814, 28.932, 28.891, 29.007, 29.12, 28.817, 28.951, 29.021, 28.899]","[42.463, 42.358, 41.476, 41.303, 41.636, 41.128, 41.402, 41.486, 41.388, 41.322, 41.321, 41.454, 41.432, 41.581, 41.284, 41.634, 41.361, 41.407, 41.656, 41.719, 41.836, 42.113, 41.886, 41.633, 41.381, 41.697, 41.891, 42.187, 41.697, 42.071, 42.288, 41.739]","[28.725, 27.708, 27.683, 27.509, 27.53, 27.382, 27.417, 27.453, 27.459, 27.421, 27.372, 27.328, 27.389, 27.286, 27.357, 27.489, 27.336, 27.167, 27.511, 27.307, 27.882, 27.657, 27.383, 27.409, 27.477, 27.469, 30.291, 27.516, 27.33, 27.463, 27.403, 27.437]"
2024,Singapore Grand Prix,TSU,RB,MEDIUM,1.0,33,1.0,33.0,100.15587878787879,98.861,2.2127130512898594,30,25,"[108.899, 99.994, 99.42, 99.296, 99.034, 99.277, 99.262, 98.905, 98.918, 98.861, 98.938, 99.673, 99.488, 99.585, 99.349, 99.195, 99.249, 99.658, 99.672, 99.566, 99.785, 99.417, 99.444, 99.444, 100.589, 99.898, 101.874, 100.294, 100.067, 99.971, 100.162, 100.018, 107.942]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0]","[nan, 29.558, 29.286, 29.093, 28.966, 29.03, 29.074, 29.054, 29.188, 29.13, 29.187, 29.39, 29.218, 29.377, 29.336, 29.24, 29.3, 29.358, 29.363, 29.45, 29.355, 29.266, 29.366, 29.289, 29.355, 29.423, 29.446, 29.569, 29.402, 29.396, 29.399, 29.45, 29.344]","[44.732, 42.595, 42.354, 42.295, 42.22, 42.493, 42.372, 42.147, 42.106, 41.928, 41.959, 42.382, 42.189, 42.313, 42.166, 42.161, 42.15, 42.346, 42.381, 42.226, 42.347, 42.148, 42.161, 42.243, 42.599, 42.411, 42.513, 42.718, 42.617, 42.656, 42.736, 42.578, 42.496]","[28.483, 27.841, 27.78, 27.908, 27.848, 27.754, 27.816, 27.704, 27.624, 27.803, 27.792, 27.901, 28.081, 27.895, 27.847, 27.794, 27.799, 27.954, 27.928, 27.89, 28.083, 28.003, 27.917, 27.912, 28.635, 28.064, 29.915, 28.007, 28.048, 27.919, 28.027, 27.99, 36.102]"
2024,Singapore Grand Prix,TSU,RB,SOFT,2.0,28,34.0,61.0,98.43639285714285,96.393,4.512875393962098,30,25,"[121.124, 98.876, 98.73, 98.677, 98.144, 97.771, 97.734, 98.271, 97.644, 97.428, 99.35, 97.67, 97.22, 97.236, 97.297, 96.889, 96.797, 96.767, 96.519, 96.393, 97.096, 96.9, 97.176, 97.283, 97.089, 97.287, 97.901, 98.95]","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[50.45, 29.107, 29.027, 29.029, 28.977, 28.895, 28.886, 29.065, 28.917, 28.736, 28.756, 28.944, 28.783, 28.822, 28.818, 28.767, 28.645, 28.678, 28.593, 28.558, 28.676, 28.733, 28.704, 28.825, 28.738, 28.814, 28.875, 29.398]","[42.703, 42.11, 42.056, 42.118, 41.697, 41.465, 41.489, 41.729, 41.31, 41.354, 42.748, 41.561, 41.299, 41.227, 41.242, 41.0, 40.965, 41.067, 40.912, 40.85, 41.027, 41.04, 41.263, 41.424, 41.27, 41.279, 41.666, 42.046]","[27.971, 27.659, 27.647, 27.53, 27.47, 27.411, 27.359, 27.477, 27.417, 27.338, 27.846, 27.165, 27.138, 27.187, 27.237, 27.122, 27.187, 27.022, 27.014, 26.985, 27.393, 27.127, 27.209, 27.034, 27.081, 27.194, 27.36, 27.506]"
2024,Singapore Grand Prix,OCO,Alpine,MEDIUM,1.0,29,1.0,29.0,100.46310344827587,98.999,2.700934234467078,30,25,"[109.927, 100.405, 99.512, 99.087, 99.221, 99.297, 99.245, 98.999, 99.411, 99.319, 99.166, 99.276, 99.579, 99.435, 99.276, 99.468, 99.485, 99.904, 99.857, 99.883, 99.941, 101.176, 100.263, 99.971, 99.992, 100.689, 100.864, 100.723, 110.059]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0]","[nan, 29.52, 29.023, 29.059, 29.164, 29.154, 29.038, 29.083, 29.239, 29.359, 29.228, 29.257, 29.336, 29.233, 29.307, 29.286, 29.338, 29.363, 29.343, 29.424, 29.515, 29.453, 29.519, 29.405, 29.448, 29.491, 29.906, 29.675, 29.629]","[45.069, 42.89, 42.682, 42.298, 42.282, 42.495, 42.421, 42.263, 42.415, 42.253, 42.198, 42.279, 42.428, 42.318, 42.206, 42.26, 42.229, 42.641, 42.612, 42.468, 42.523, 43.704, 42.718, 42.653, 42.598, 42.912, 42.964, 42.952, 44.083]","[28.453, 27.995, 27.807, 27.73, 27.775, 27.648, 27.786, 27.653, 27.757, 27.707, 27.74, 27.74, 27.815, 27.884, 27.763, 27.922, 27.918, 27.9, 27.902, 27.991, 27.903, 28.019, 28.026, 27.913, 27.946, 28.286, 27.994, 28.096, 36.347]"
2024,Singapore Grand Prix,OCO,Alpine,HARD,2.0,32,30.0,61.0,99.4733125,97.964,3.936965758431805,30,25,"[120.611, 98.887, 98.512, 98.368, 98.441, 98.279, 98.598, 100.839, 98.905, 98.001, 99.739, 98.266, 98.375, 98.458, 98.644, 100.48, 98.079, 98.134, 97.964, 98.329, 98.693, 98.657, 98.338, 100.163, 98.507, 98.861, 98.778, 98.471, 98.714, 98.703, 98.315, 101.037]","[30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[50.511, 29.278, 29.086, 29.113, 29.033, 28.872, 29.078, 29.211, 29.163, 28.953, 29.018, 29.071, 28.985, 29.083, 28.886, 28.758, 29.012, 29.042, 28.999, 29.067, 29.2, 29.144, 28.948, 30.535, 29.003, 28.948, 29.09, 29.021, 29.007, 28.982, 28.942, 29.171]","[42.364, 41.928, 41.783, 41.719, 41.828, 41.863, 41.784, 43.509, 42.113, 41.478, 42.823, 41.732, 41.851, 41.868, 42.156, 44.043, 41.648, 41.644, 41.486, 41.802, 41.9, 41.96, 41.84, 41.986, 41.942, 42.222, 42.055, 41.949, 42.064, 42.109, 41.953, 43.875]","[27.736, 27.681, 27.643, 27.536, 27.58, 27.544, 27.736, 28.119, 27.629, 27.57, 27.898, 27.463, 27.539, 27.507, 27.602, 27.679, 27.419, 27.448, 27.479, 27.46, 27.593, 27.553, 27.55, 27.642, 27.562, 27.691, 27.633, 27.501, 27.643, 27.612, 27.42, 27.991]"
