accuracy,loss,val_accuracy,val_loss,learning_rate
0.5148853063583374,1.1011407375335693,0.35902437567710876,1.5686513185501099,0.0010000000474974513
0.5746705532073975,0.9593946933746338,0.5258536338806152,1.0981881618499756,0.0010000000474974513
0.6234748363494873,0.8839951753616333,0.5853658318519592,0.9128530025482178,0.0010000000474974513
0.631039559841156,0.8580220937728882,0.43512195348739624,1.756750464439392,0.0010000000474974513
0.6417765021324158,0.8253981471061707,0.7004877924919128,0.7020881175994873,0.0010000000474974513
0.6666666865348816,0.7777884006500244,0.6312195062637329,0.8044266700744629,0.0010000000474974513
0.678867757320404,0.7436982989311218,0.6058536767959595,0.8077723979949951,0.0010000000474974513
0.6700829863548279,0.7804139852523804,0.5658536553382874,1.2649776935577393,0.0010000000474974513
0.6981454491615295,0.7245771288871765,0.5082926750183105,3.134317398071289,0.0010000000474974513
0.6954612135887146,0.7368484139442444,0.4273170828819275,1.6169743537902832,0.0010000000474974513
0.7130307555198669,0.6831086874008179,0.5814633965492249,0.9617369771003723,0.0005000000237487257
0.7318204045295715,0.6415393352508545,0.5990244150161743,0.8632864952087402,0.0005000000237487257
0.7432894110679626,0.6019407510757446,0.5531707406044006,1.6968681812286377,0.0005000000237487257
0.7418252825737,0.6101612448692322,0.8078048825263977,0.515375018119812,0.0005000000237487257
0.7398731112480164,0.6004986763000488,0.7931707501411438,0.5175424218177795,0.0005000000237487257
0.7593948245048523,0.5717357397079468,0.5658536553382874,1.0775929689407349,0.0005000000237487257
0.7532942891120911,0.5714221596717834,0.7365853786468506,0.6105138659477234,0.0005000000237487257
0.7693997025489807,0.5424419045448303,0.5551219582557678,1.796949863433838,0.0005000000237487257
0.7635431885719299,0.5511435270309448,0.5639024376869202,1.6562896966934204,0.0005000000237487257
0.7769643664360046,0.5109816193580627,0.5639024376869202,1.9443578720092773,0.0002500000118743628
0.7955099940299988,0.4808134436607361,0.5697560906410217,2.1081907749176025,0.0002500000118743628
0.7996583580970764,0.4724918007850647,0.7639024257659912,0.5480741262435913,0.0002500000118743628
0.791849672794342,0.47244784235954285,0.5804877877235413,1.5235283374786377,0.0002500000118743628
0.8062469363212585,0.46055999398231506,0.8399999737739563,0.43149617314338684,0.0002500000118743628
0.806490957736969,0.4532593786716461,0.8692682981491089,0.38836997747421265,0.0002500000118743628
0.8030746579170227,0.45502573251724243,0.7736585140228271,0.5314827561378479,0.0002500000118743628
0.8096632361412048,0.4351870119571686,0.7200000286102295,0.602435290813446,0.0002500000118743628
0.8167398571968079,0.4387965500354767,0.7609755992889404,0.5639335513114929,0.0002500000118743628
0.8145436644554138,0.4335911273956299,0.6800000071525574,0.6906945109367371,0.0002500000118743628
0.82332843542099,0.41885998845100403,0.8019512295722961,0.44984546303749084,0.0002500000118743628
